id,territorial,fecha_acc,dia_semana_acc,condic_meteor,estado_super,terreno,geometria_acc,tipo_cierre,n_heridos,n_muertos,clase_accidente,hora_acc
12811,Boyacá,2019-10-13,domingo,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,1,0,Choque,19.0
12812,Boyacá,2019-10-13,domingo,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,11.0
12813,Boyacá,2019-10-16,miercoles,Sol,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,14.0
12814,Boyacá,2019-10-16,miercoles,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,10.0
12815,Boyacá,2019-10-25,viernes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,15.0
12816,Planta Central,2020-04-29,miercoles,Sol,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Volcamiento,14.0
12817,Cesar,2020-05-22,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,13.0
12818,Boyacá,2019-11-04,lunes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,11.0
12819,Boyacá,2019-11-04,lunes,Sol,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,12.0
12820,Boyacá,2019-11-10,domingo,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Volcamiento,9.0
12821,Risaralda,2020-02-08,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,13.0
12822,Risaralda,2020-02-09,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,20.0
12823,Risaralda,2020-02-09,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,19.0
12824,Risaralda,2020-02-09,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Atropello,0.0
12825,Risaralda,2020-02-09,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,20.0
12826,Boyacá,2019-09-01,domingo,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,18.0
12827,Boyacá,2019-09-08,domingo,Sol,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,8.0
12828,Boyacá,2019-09-08,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,18.0
12829,Risaralda,2020-02-10,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,18.0
12830,Planta Central,2020-03-15,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,16.0
12831,Planta Central,2020-02-01,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,15.0
12832,Planta Central,2020-02-01,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,14.0
12833,Planta Central,2019-09-21,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,6.0
12834,Planta Central,2020-02-01,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,2,2,Choque,23.0
12835,Planta Central,2019-09-28,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Atropello,9.0
12836,Boyacá,2019-09-30,lunes,Sol,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,8.0
12837,Planta Central,2019-09-18,miercoles,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,12.0
12838,Planta Central,2019-09-18,miercoles,Sol,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,8.0
12839,Risaralda,2020-02-10,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,21.0
12840,Planta Central,2020-01-01,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,14.0
12841,Planta Central,2020-01-18,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Incendio,18.0
12842,Planta Central,2020-01-18,sabado,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,10.0
12843,Planta Central,2020-01-20,lunes,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,4.0
12844,Planta Central,2019-09-20,viernes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,1,Otro,5.0
12845,Planta Central,2020-01-24,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,14.0
12846,Planta Central,2019-09-20,viernes,Lluvia,Humeda,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,6.0
12847,Planta Central,2019-09-20,viernes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Volcamiento,16.0
12848,Planta Central,2020-02-22,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,1,Choque,19.0
12849,Planta Central,2019-09-21,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,12.0
12850,Planta Central,2019-09-22,domingo,Sol,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,3.0
12851,Planta Central,2019-09-25,miercoles,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,13.0
12852,Planta Central,2019-09-26,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,5.0
12853,Planta Central,2020-04-09,jueves,Seca,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,0,0,Caída ocupante,12.0
12854,Planta Central,2020-04-15,miercoles,Lluvia,Humeda,Ondulado,Curva Derecha,Parcial con paso alternado,0,0,Choque,12.0
12855,Planta Central,2020-04-17,viernes,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Volcamiento,19.0
12856,Planta Central,2020-04-22,miercoles,Seca,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,6.0
12857,Planta Central,2020-04-25,sabado,Seca,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Choque,17.0
12858,Planta Central,2020-04-30,jueves,Seca,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,23.0
12859,Risaralda,2020-05-05,martes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,1,0,Choque,18.0
12860,Risaralda,2020-05-20,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,6.0
12861,Risaralda,2020-05-31,domingo,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,1,0,Choque,17.0
12862,Bolívar,2020-05-08,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Otro,10.0
12863,Córdoba,2020-03-08,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con paso alternado,0,1,Choque,23.0
12864,Córdoba,2020-04-12,domingo,Lluvia,Humeda,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,15.0
12865,Córdoba,2020-04-23,jueves,Normal,Seca y limpia,Plano,Recta,Cierre total,0,0,Atropello,9.0
12866,Córdoba,2020-04-24,viernes,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,7.0
12867,Boyacá,2020-05-25,lunes,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,10.0
12868,Boyacá,2019-08-19,lunes,Sol,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,1,0,Choque,13.0
12869,Planta Central,2020-04-02,jueves,Sol,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,14.0
12870,Planta Central,2020-04-26,domingo,Sol,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,2,0,Caída ocupante,9.0
12871,Boyacá,2019-09-14,sabado,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,1,0,Choque,18.0
12872,Boyacá,2019-09-15,domingo,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,17.0
12873,Boyacá,2019-08-16,viernes,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,15.0
12874,Boyacá,2019-08-17,sabado,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,11.0
12875,Planta Central,2020-04-01,miercoles,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,16.0
12876,Planta Central,2020-04-26,domingo,Sol,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,2,0,Caída ocupante,9.0
12877,Planta Central,2020-04-13,lunes,Niebla,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Volcamiento,15.0
12878,Quindío,2020-05-21,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,19.0
12879,Quindío,2020-05-22,viernes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,7.0
12880,Quindío,2020-05-25,lunes,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,1,Atropello,17.0
12881,Quindío,2020-05-25,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,1,0,Atropello,20.0
12882,Quindío,2020-05-17,domingo,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,1,0,Salida de la vía sin volcarse,12.0
12883,Planta Central,2020-01-02,jueves,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con paso alternado,2,0,Choque,15.0
12884,Planta Central,2020-01-11,sabado,Sol,Seca y limpia,Plano,Recta,Parcial con paso alternado,0,0,Choque,4.0
12885,Planta Central,2020-01-26,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con paso alternado,0,0,Choque,13.0
12886,Boyacá,2019-08-09,viernes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,17.0
12887,Cesar,2020-05-16,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con paso alternado,3,0,Choque,22.0
12888,Cesar,2020-05-12,martes,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con paso alternado,0,0,Volcamiento,6.0
12889,Cesar,2020-05-16,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con paso alternado,1,0,Choque,10.0
12890,Planta Central,2020-06-06,sabado,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,20.0
12891,Córdoba,2020-05-26,martes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Parcial con reducción de carriles,0,0,Volcamiento,1.0
12892,Córdoba,2020-05-05,martes,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,12.0
12893,Córdoba,2020-05-19,martes,Normal,Seca y limpia,Ondulado,Curva Derecha,Parcial con reducción de carriles,0,0,Volcamiento,23.0
12894,Córdoba,2020-05-30,sabado,Lluvia,Humeda,Ondulado,Recta,Parcial con reducción de carriles,0,0,Salida de la vía sin volcarse,8.0
12895,Córdoba,2020-05-03,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,17.0
12896,Córdoba,2020-05-22,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,1,Atropello,18.0
12897,Planta Central,2020-05-06,miercoles,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,1,Choque,18.0
12898,Planta Central,2020-05-06,miercoles,Sol,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,13.0
12899,Planta Central,2020-05-11,lunes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,1,Choque,22.0
12900,Planta Central,2020-05-15,viernes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Atropello,8.0
12901,Planta Central,2020-05-16,sabado,Sol,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,16.0
12902,Planta Central,2020-05-18,lunes,Sol,Seca y limpia,Ondulado,Recta,Transito normal con precaución,2,0,Choque,10.0
12903,Planta Central,2020-05-24,domingo,Seca,Seca y limpia,Montañoso,Recta,Transito normal con precaución,2,0,Volcamiento,12.0
12904,Cesar,2020-05-16,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,10.0
12905,Risaralda,2020-02-12,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,13.0
12906,Boyacá,2019-08-24,sabado,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,9.0
12907,Risaralda,2020-02-12,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Atropello,19.0
12908,Risaralda,2020-02-14,viernes,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,19.0
12909,Boyacá,2019-09-17,martes,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,6.0
12910,Boyacá,2019-10-03,jueves,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,7.0
12911,Boyacá,2019-10-10,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,15.0
12912,Boyacá,2019-10-12,sabado,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,14.0
12913,Boyacá,2019-11-17,domingo,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,9.0
12914,Boyacá,2019-11-30,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,19.0
12915,Boyacá,2019-11-11,lunes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,1,0,Atropello,18.0
12916,Boyacá,2019-12-26,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,16.0
12917,Boyacá,2019-12-28,sabado,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Salida de la vía sin volcarse,17.0
12918,Córdoba,2020-05-03,domingo,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,1,0,Volcamiento,0.0
12919,Córdoba,2020-05-14,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,16.0
12920,Córdoba,2020-05-22,viernes,Normal,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,9.0
12921,Risaralda,2020-05-23,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,14.0
12922,Risaralda,2020-05-25,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Incendio,18.0
12923,Boyacá,2019-10-29,martes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,8.0
12924,Boyacá,2019-09-25,miercoles,Sol,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,1,Choque,13.0
12925,Boyacá,2019-08-23,viernes,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,1,0,Choque,16.0
12926,Boyacá,2019-12-29,domingo,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,21.0
12927,Boyacá,2019-12-25,miercoles,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,6.0
12928,Planta Central,2019-09-30,lunes,Sol,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,1,Choque,10.0
12929,Planta Central,2019-09-30,lunes,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,14.0
12930,Planta Central,2019-10-06,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,7.0
12931,Planta Central,2020-05-04,lunes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,13.0
12932,Planta Central,2020-05-08,viernes,Sol,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,21.0
12933,Planta Central,2020-05-09,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,0.0
12934,Planta Central,2020-05-15,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,9.0
12935,Planta Central,2020-05-22,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,18.0
12936,Planta Central,2020-05-28,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,22.0
12937,Planta Central,2020-05-30,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,18.0
12938,Planta Central,2020-05-31,domingo,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,2,0,Choque,7.0
12939,Boyacá,2020-05-23,sabado,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,1,0,No determinado,17.0
12940,Boyacá,2020-05-28,jueves,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,14.0
12941,Caldas,2020-04-21,martes,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con reducción de carriles,1,0,Atropello,15.0
12942,Caldas,2020-04-27,lunes,Normal,Seca y limpia,Montañoso,Recta,Parcial con reducción de carriles,0,0,Choque,15.0
12943,Norte de Santander,2020-05-02,sabado,Sol,Seca y limpia,Escarpado,Curva Derecha,Parcial con reducción de carriles,0,1,Choque,11.0
12944,Planta Central,2019-10-06,domingo,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Atropello,11.0
12945,Planta Central,2020-03-02,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,19.0
12946,Nariño,2020-05-10,domingo,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,3.0
12947,Norte de Santander,2020-05-31,domingo,Sol,Seca y limpia,Escarpado,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,14.0
12948,Tolima,2020-05-27,miercoles,Normal,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Volcamiento,5.0
12949,Planta Central,2020-03-02,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,14.0
12950,Caldas,2020-05-19,martes,Normal,Seca y limpia,Montañoso,Recta,Parcial con reducción de carriles,0,0,Choque,12.0
12951,Caldas,2020-05-16,sabado,Normal,Seca y limpia,Montañoso,Recta,Parcial con reducción de carriles,0,0,Choque,13.0
12952,Caldas,2020-05-21,jueves,Normal,Seca y limpia,Montañoso,Recta,Parcial con reducción de carriles,1,0,Choque,11.0
12953,Caldas,2020-05-26,martes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,16.0
12954,Caldas,2020-05-05,martes,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con reducción de carriles,1,0,Choque,6.0
12955,Caldas,2020-05-27,miercoles,Lluvia,Humeda,Montañoso,Curva Derecha,Parcial con reducción de carriles,0,0,Choque,15.0
12956,Tolima,2020-05-30,sabado,Lluvia,Humeda,Plano,Curva Izquierda,Cierre total,2,1,Volcamiento,17.0
12957,Cauca,2020-04-01,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Volcamiento,10.0
12958,Cauca,2020-04-12,domingo,Normal,Seca y limpia,Ondulado,Curva Izquierda,Parcial con paso alternado,1,0,Choque,6.0
12959,Cauca,2020-04-15,miercoles,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con paso alternado,0,0,Choque,14.0
12960,Planta Central,2019-10-06,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,12.0
12961,Cauca,2020-06-23,martes,Sol,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,7.0
12962,Cauca,2020-04-29,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,4,0,Volcamiento,23.0
12963,Norte de Santander,2020-05-09,sabado,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,1,0,Choque,14.0
12964,Cauca,2020-06-15,lunes,Lluvia,Humeda,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Choque,8.0
12965,Planta Central,2020-03-22,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,21.0
12966,Norte de Santander,2020-05-26,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,20.0
12967,Norte de Santander,2020-05-16,sabado,Normal,Seca y limpia,Ondulado,Curva Derecha,Parcial con reducción de carriles,2,0,Atropello,22.0
12968,Planta Central,2019-10-23,miercoles,Seca,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Choque,12.0
12969,Boyacá,2020-05-27,miercoles,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,1,0,Atropello,5.0
12970,Norte de Santander,2020-03-05,jueves,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,0,0,Choque,8.0
12971,Norte de Santander,2020-05-18,lunes,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,14.0
12972,Planta Central,2019-09-26,jueves,Sol,Seca y limpia,Ondulado,Recta,Parcial con reducción de carriles,0,0,Choque,17.0
12973,Planta Central,2019-09-27,viernes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,14.0
12974,Planta Central,2019-09-20,viernes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,10.0
12975,Planta Central,2019-09-29,domingo,Sol,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,18.0
12976,Planta Central,2019-10-02,miercoles,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,11.0
12977,Planta Central,2019-10-19,sabado,Seca,Seca y limpia,Ondulado,Recta,Parcial con paso alternado,0,0,Choque,5.0
12978,Planta Central,2018-10-19,viernes,Lluvia,Humeda,Plano,Recta,Parcial con paso alternado,0,1,Choque,4.0
12979,Planta Central,2020-02-16,domingo,Seca,Seca y limpia,Plano,Recta,Parcial con paso alternado,1,0,Choque,5.0
12980,Planta Central,2020-02-28,viernes,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,20.0
12981,Planta Central,2020-02-02,domingo,Lluvia,Humeda,Ondulado,Recta,Parcial con paso alternado,4,0,Choque,17.0
12982,Planta Central,2020-03-30,lunes,Lluvia,Humeda,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,15.0
12983,Risaralda,2020-02-16,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,2.0
12984,Planta Central,2020-05-05,martes,Sol,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,16.0
12985,Planta Central,2020-05-06,miercoles,Niebla,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,16.0
12986,Planta Central,2020-05-13,miercoles,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,12.0
12987,Planta Central,2020-05-16,sabado,Sol,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,9.0
12988,Planta Central,2020-05-17,domingo,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,16.0
12989,Planta Central,2020-05-18,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Atropello,21.0
12990,Planta Central,2020-05-26,martes,Niebla,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,12.0
12991,Planta Central,2020-05-31,domingo,Normal,Humeda,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,18.0
12992,Huila,2020-05-15,viernes,Normal,Seca y limpia,Ondulado,Curva Derecha,Cierre total,0,1,Choque,6.0
12993,Planta Central,2020-05-07,domingo,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Atropello,15.0
12994,Planta Central,2020-05-09,sabado,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,7.0
12995,Planta Central,2020-05-19,martes,Sol,Seca y limpia,Plano,Recta,Parcial con paso alternado,0,1,Atropello,16.0
12996,Planta Central,2020-05-23,sabado,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,1,0,Volcamiento,16.0
12997,Planta Central,2020-05-10,domingo,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,16.0
12998,Planta Central,2020-05-14,jueves,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,1,0,Choque,18.0
12999,Planta Central,2020-05-27,miercoles,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,0.0
13000,Planta Central,2020-05-10,domingo,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,11.0
13001,Planta Central,2020-05-08,viernes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,2,0,Choque,22.0
13002,Planta Central,2020-05-26,martes,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,22.0
13003,Planta Central,2020-05-17,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Volcamiento,19.0
13004,Planta Central,2020-05-28,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,7.0
13005,Planta Central,2020-05-16,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,17.0
13006,Planta Central,2020-05-28,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,5.0
13007,Planta Central,2020-05-04,lunes,Lluvia,Humeda,Ondulado,Curva Izquierda,Cierre total,0,0,Choque,13.0
13008,Planta Central,2020-05-15,viernes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Salida de la vía sin volcarse,9.0
13009,Planta Central,2020-05-27,miercoles,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,0.0
13010,Planta Central,2020-05-29,viernes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,0.0
13011,Nariño,2020-05-01,viernes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,20.0
13012,Planta Central,2020-05-29,viernes,Lluvia,Humeda,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Choque,20.0
13013,Nariño,2020-05-03,domingo,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,16.0
13014,Nariño,2020-05-20,miercoles,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,1,Choque,11.0
13015,Nariño,2020-05-24,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,15.0
13016,Planta Central,2020-05-05,martes,Sol,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Choque,11.0
13017,Planta Central,2020-05-08,viernes,Sol,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,1,Atropello,11.0
13018,Planta Central,2020-05-15,viernes,Sol,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,2,0,Volcamiento,8.0
13019,Planta Central,2019-11-16,sabado,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,22.0
13020,Planta Central,2019-12-18,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,15.0
