id,territorial,fecha_acc,dia_semana_acc,condic_meteor,estado_super,terreno,geometria_acc,tipo_cierre,n_heridos,n_muertos,clase_accidente,hora_acc
0,San Andres y Providencia,2018-02-25,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
1,San Andres y Providencia,2018-02-17,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,3,0,Choque,100.0
2,San Andres y Providencia,2018-02-03,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
3,San Andres y Providencia,2018-01-27,sabado,Seca,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,3,0,Choque,100.0
4,San Andres y Providencia,2018-01-24,miercoles,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
5,San Andres y Providencia,2018-01-21,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
6,San Andres y Providencia,2018-01-04,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,3,1,Choque,100.0
7,San Andres y Providencia,2018-01-04,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,3,1,Choque,100.0
8,San Andres y Providencia,2018-01-04,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,3,1,Choque,100.0
9,San Andres y Providencia,2017-12-04,lunes,Seca,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,1,0,Choque,100.0
10,San Andres y Providencia,2017-12-18,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
11,San Andres y Providencia,2017-12-03,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
12,San Andres y Providencia,2017-12-02,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,100.0
13,San Andres y Providencia,2017-12-12,martes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Volcamiento,100.0
14,San Andres y Providencia,2017-11-09,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,2,Choque,100.0
15,San Andres y Providencia,2017-11-03,viernes,Seca,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,2,2,Choque,100.0
16,San Andres y Providencia,2017-10-29,domingo,Seca,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,2,2,Choque,100.0
17,San Andres y Providencia,2017-10-21,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
18,San Andres y Providencia,2017-10-14,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
19,San Andres y Providencia,2017-10-13,viernes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
20,San Andres y Providencia,2017-08-28,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Volcamiento,100.0
21,San Andres y Providencia,2017-08-22,martes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
22,San Andres y Providencia,2017-09-23,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
23,San Andres y Providencia,2017-05-25,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
24,San Andres y Providencia,2017-07-31,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Volcamiento,100.0
25,San Andres y Providencia,2017-06-12,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
26,San Andres y Providencia,2017-06-11,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
27,San Andres y Providencia,2017-04-10,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Atropello,100.0
28,San Andres y Providencia,2017-04-30,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
29,San Andres y Providencia,2017-03-19,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Atropello,100.0
30,San Andres y Providencia,2017-03-11,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Atropello,100.0
31,San Andres y Providencia,2017-01-27,viernes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
32,San Andres y Providencia,2018-02-08,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,5,0,Choque,100.0
33,San Andres y Providencia,2018-02-08,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,5,0,Choque,100.0
34,San Andres y Providencia,2017-05-01,lunes,Lluvia,Humeda,Plano,Curva Izquierda,Transito normal con precaución,1,0,Choque,100.0
35,San Andres y Providencia,2017-12-01,viernes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
36,Valle del Cauca,2018-03-02,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,2,0,Choque,100.0
37,Valle del Cauca,2018-02-01,jueves,Lluvia,Humeda,Montañoso,Recta,Transito normal con precaución,0,0,Volcamiento,100.0
38,Valle del Cauca,2018-02-01,jueves,Lluvia,Humeda,Montañoso,Recta,Transito normal con precaución,0,0,Volcamiento,100.0
39,Valle del Cauca,2018-02-05,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,3,0,Choque,100.0
40,Valle del Cauca,2018-01-19,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,1,Choque,100.0
41,Valle del Cauca,2018-01-28,domingo,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,6,0,Volcamiento,100.0
42,Valle del Cauca,2017-12-25,lunes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,100.0
43,Valle del Cauca,2017-12-22,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
44,Valle del Cauca,2017-12-20,miercoles,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,2,1,Choque,100.0
45,Valle del Cauca,2017-12-15,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,2,0,Choque,100.0
46,Valle del Cauca,2017-12-23,sabado,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Volcamiento,100.0
47,Valle del Cauca,2017-11-29,miercoles,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
48,Valle del Cauca,2017-11-15,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,1,Choque,100.0
49,Valle del Cauca,2017-11-12,domingo,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
50,Valle del Cauca,2017-11-12,domingo,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,2,1,Choque,100.0
51,Valle del Cauca,2017-08-27,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,4,0,Choque,100.0
52,Valle del Cauca,2017-08-07,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
53,Valle del Cauca,2017-08-06,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,1,Choque,100.0
54,Valle del Cauca,2017-08-02,miercoles,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Atropello,100.0
55,Valle del Cauca,2017-06-10,sabado,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Choque,100.0
56,Valle del Cauca,2017-05-01,lunes,Lluvia,Humeda,Montañoso,Recta,Transito normal con precaución,5,0,Choque,100.0
57,Valle del Cauca,2017-02-06,lunes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
58,Valle del Cauca,2017-01-31,martes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,1,0,Atropello,100.0
59,Valle del Cauca,2017-01-28,sabado,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,1,0,Volcamiento,100.0
60,Valle del Cauca,2017-01-27,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,1,1,Choque,100.0
61,Valle del Cauca,2017-01-11,miercoles,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,100.0
62,Valle del Cauca,2017-01-08,domingo,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Incendio,100.0
63,Valle del Cauca,2017-04-21,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
64,Valle del Cauca,2017-04-16,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,2,0,Choque,100.0
65,Valle del Cauca,2017-04-14,viernes,Lluvia,Humeda,Plano,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,100.0
66,Valle del Cauca,2017-04-08,sabado,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,1,0,Choque,100.0
67,Valle del Cauca,2017-04-07,viernes,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,3,0,Choque,100.0
68,Valle del Cauca,2017-03-18,sabado,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,100.0
69,Valle del Cauca,2017-03-13,lunes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
70,Valle del Cauca,2017-02-27,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
71,Valle del Cauca,2017-02-19,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Atropello,100.0
72,Valle del Cauca,2017-02-19,domingo,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,2,0,Choque,100.0
73,Valle del Cauca,2017-02-06,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
74,Valle del Cauca,2017-04-05,miercoles,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,1,0,Choque,100.0
75,Valle del Cauca,2017-04-23,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
76,Valle del Cauca,2017-03-03,viernes,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,1,0,Choque,100.0
77,Valle del Cauca,2017-04-08,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
78,Valle del Cauca,2017-03-17,viernes,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,3,0,Choque,100.0
79,Valle del Cauca,2017-03-16,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
80,Valle del Cauca,2017-03-15,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Atropello,100.0
81,Valle del Cauca,2017-04-18,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
82,Valle del Cauca,2017-03-27,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
83,Valle del Cauca,2017-02-01,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
84,Valle del Cauca,2017-02-02,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
85,Valle del Cauca,2017-02-02,jueves,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,1,0,Choque,100.0
86,Valle del Cauca,2017-02-28,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
87,Valle del Cauca,2017-02-03,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
88,Valle del Cauca,2017-02-03,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
89,Valle del Cauca,2017-01-06,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
90,Valle del Cauca,2017-04-20,jueves,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
91,Valle del Cauca,2017-04-02,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
92,Valle del Cauca,2017-02-07,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
93,Valle del Cauca,2017-02-07,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
94,Valle del Cauca,2017-02-10,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
95,Valle del Cauca,2017-02-10,viernes,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,100.0
96,Valle del Cauca,2017-02-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
97,Valle del Cauca,2017-02-16,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
98,Valle del Cauca,2017-02-17,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
99,Valle del Cauca,2017-02-25,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
100,Valle del Cauca,2017-01-06,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
101,Valle del Cauca,2017-01-11,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
102,Valle del Cauca,2017-01-20,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
103,Valle del Cauca,2017-01-25,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
104,Valle del Cauca,2017-01-28,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
105,Valle del Cauca,2017-06-25,domingo,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,100.0
106,Valle del Cauca,2017-06-24,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Volcamiento,100.0
107,Valle del Cauca,2017-06-20,martes,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,100.0
108,Valle del Cauca,2017-06-15,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,1,Atropello,100.0
109,Valle del Cauca,2017-06-12,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
110,Valle del Cauca,2017-06-11,domingo,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,3,0,Choque,100.0
111,Valle del Cauca,2017-06-09,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
112,Valle del Cauca,2017-06-08,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
113,Valle del Cauca,2017-06-08,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
114,Valle del Cauca,2017-06-07,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
115,Valle del Cauca,2017-06-06,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
116,Valle del Cauca,2017-06-02,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,13,0,Choque,100.0
117,Valle del Cauca,2017-06-01,jueves,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,100.0
118,Valle del Cauca,2017-05-27,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
119,Valle del Cauca,2017-05-19,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
120,Valle del Cauca,2017-05-10,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
121,Valle del Cauca,2017-05-09,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
122,Valle del Cauca,2017-05-03,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
123,Valle del Cauca,2017-05-31,miercoles,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,1,0,Choque,100.0
124,Valle del Cauca,2017-05-24,miercoles,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,100.0
125,Valle del Cauca,2017-05-19,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
126,Valle del Cauca,2017-05-16,martes,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,2,0,Choque,100.0
127,Valle del Cauca,2017-05-14,domingo,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
128,Valle del Cauca,2017-05-15,lunes,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,1,0,Volcamiento,100.0
129,Valle del Cauca,2017-05-12,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
130,Valle del Cauca,2017-05-10,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
131,Valle del Cauca,2017-05-10,miercoles,Normal,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
132,Valle del Cauca,2017-05-10,miercoles,Normal,Humeda,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
133,Valle del Cauca,2017-04-23,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
134,Valle del Cauca,2017-04-20,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Volcamiento,100.0
135,Valle del Cauca,2017-04-08,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
136,Valle del Cauca,2017-04-24,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
137,Valle del Cauca,2017-03-18,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
138,Valle del Cauca,2017-03-09,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
139,Valle del Cauca,2017-03-13,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
140,Valle del Cauca,2017-03-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
141,Valle del Cauca,2017-04-05,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
142,Valle del Cauca,2018-03-01,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,1,Choque,100.0
143,Valle del Cauca,2017-02-12,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Volcamiento,100.0
144,Valle del Cauca,2017-06-24,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
145,Valle del Cauca,2017-06-20,martes,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,2,0,Atropello,100.0
146,Valle del Cauca,2017-06-20,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
147,Valle del Cauca,2017-06-16,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
148,Valle del Cauca,2017-06-15,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Atropello,100.0
149,Valle del Cauca,2017-06-08,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
150,Valle del Cauca,2017-06-06,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
151,Valle del Cauca,2017-05-31,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
152,Valle del Cauca,2017-05-30,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
153,Valle del Cauca,2017-05-17,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
154,Valle del Cauca,2017-05-17,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
155,Valle del Cauca,2017-05-15,lunes,Normal,Seca y limpia,Plano,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,100.0
156,Valle del Cauca,2017-05-04,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
157,Valle del Cauca,2017-04-24,lunes,Normal,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Volcamiento,100.0
158,Valle del Cauca,2017-04-20,jueves,Lluvia,Humeda,Plano,Curva Derecha,Parcial con reducción de carriles,0,0,Choque,100.0
159,Valle del Cauca,2017-04-18,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
160,Valle del Cauca,2017-04-17,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
161,Valle del Cauca,2017-04-06,jueves,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
162,Valle del Cauca,2017-04-05,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
163,Valle del Cauca,2017-04-04,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
164,Valle del Cauca,2017-03-15,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
165,Valle del Cauca,2017-03-02,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
166,Valle del Cauca,2017-04-04,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
167,Valle del Cauca,2017-03-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
168,Valle del Cauca,2017-04-17,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
169,Valle del Cauca,2017-04-04,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
170,Valle del Cauca,2017-03-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
171,Valle del Cauca,2017-03-03,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
172,Valle del Cauca,2017-04-06,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
173,Valle del Cauca,2017-02-03,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
174,Valle del Cauca,2017-04-20,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Volcamiento,100.0
175,Valle del Cauca,2017-03-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
176,Valle del Cauca,2017-03-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
177,Valle del Cauca,2017-03-20,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
178,Valle del Cauca,2017-03-24,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Volcamiento,100.0
179,Valle del Cauca,2017-02-01,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
180,Valle del Cauca,2017-02-02,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
181,Valle del Cauca,2017-01-07,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
182,Valle del Cauca,2017-03-09,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
183,Valle del Cauca,2017-02-01,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
184,Valle del Cauca,2017-02-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
185,Valle del Cauca,2017-02-15,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
186,Valle del Cauca,2017-02-16,jueves,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,2,0,Choque,100.0
187,Valle del Cauca,2017-01-08,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
188,Valle del Cauca,2017-01-24,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
189,Valle del Cauca,2017-05-11,jueves,Seca,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Volcamiento,100.0
190,Valle del Cauca,2017-04-09,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
191,Valle del Cauca,2017-04-09,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
192,Valle del Cauca,2017-03-06,lunes,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,9,0,Volcamiento,100.0
193,Valle del Cauca,2017-01-23,lunes,Viento,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
194,Valle del Cauca,2018-03-30,viernes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
195,Valle del Cauca,2018-03-26,lunes,Seca,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
196,Valle del Cauca,2018-03-24,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
197,Valle del Cauca,2018-03-10,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,100.0
198,Valle del Cauca,2018-03-09,viernes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
199,Valle del Cauca,2018-03-01,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,100.0
200,Valle del Cauca,2017-03-22,miercoles,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,1,Choque,100.0
201,Valle del Cauca,2017-03-26,domingo,Lluvia,Humeda,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
202,Valle del Cauca,2018-01-24,miercoles,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
203,Valle del Cauca,2018-01-06,sabado,Seca,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,2,Choque,100.0
204,Valle del Cauca,2018-01-04,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
205,Valle del Cauca,2017-12-31,domingo,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
